total,price,condition,MPN,movement,case material,band material,model,listingType,url
3689,3689,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-mens-datejust-16014-silver-fatboy-dial-18k-white-gold-fluted-bezel-36mm-/113555327467
4191,4191,pre-owned,178240,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex DateJust,Auction,http://www.ebay.com/itm/2008-rolex-datejust-midsize-178240-stainless-steel-blue-dial-31-mm-box-papers-/123605861830
3860,3760,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,StoreInventory,http://www.ebay.com/itm/rolex-sea-dweller-deep-sea-116660-44mm-ceramic-bezel-black-dial-3900m-deepsea-/303024427987
7855,7800,pre-owned,116613,Mechanical (Automatic),Stainless Steel,Leather,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-gold-and-stainless-/143106119959
5000,5000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-black-face-16610-stainless-steel-oyster-perpetual-/323673467441
4200,4200,pre-owned,76100,Mechanical (Automatic),Stainless Steel,Stainless Steel,Submariner,Auction,http://www.ebay.com/itm/genuine-rolex-tudor-submariner-76100-vintage-mens-watch-box-papers-/401694586734
8017,8000,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/authentic-factory-rolex-submariner-116610ln-black-ceramic-/312449032902
3455,3400,pre-owned,1601,Mechanical (Automatic),"Silver, Stainless Steel","Silver, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/vintage-rolex-datejust-1601-4-9-million-serial-black-gilt-dial-/292931083307
9495,9495,pre-owned,16713,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel, Yellow Gold",Rolex GMT-Master II,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-ii-stainless-steel-18k-yellow-gold-ceramic-bezel-40mm-watc-/233061169175
3015,3000,pre-owned,6619,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-ladies-watch-automatic-stainless-steel-euc-/113603069828
5600,5600,pre-owned,18248,Mechanical (Automatic),Solid Gold,"Crocodile Skin, Solid Gold",Rolex President,FixedPrice,http://www.ebay.com/itm/mens-rolex-president-solid-18k-yellow-gold-bark-finish-18248-l-serial-/273677541464
7029,7000,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,YACHT-MASTER,StoreInventory,http://www.ebay.com/itm/rolex-16622-yachtmaster-platinum-40mm-stainless-steel-watch-11550-like-new-/153343644588
4185,4185,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rare-stunning-mens-rolex-datejust-blue-dial-roman-numerals-16234-8-wrist-/292928919274
6417,6377,pre-owned,16800,Mechanical (Automatic),Stainless Steel,Rubber,Rolex Submariner,Auction,http://www.ebay.com/itm/vintage-1982-rolex-submariner-date-matte-patina-16800-everest-fully-serviced-nr-/192800098709
8010,8000,pre-owned,16713,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel, Yellow Gold",Rolex GMT-Master II,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-ii-16713-oyster-18k-yellow-gold-ss-ceramic-bezel-watch-/113466154820
3960,3960,pre-owned,15210,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory,http://www.ebay.com/itm/rolex-date-blue-dial-oyster-bracelet-steel-mens-watch-15210-/254054898717
6950,6950,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/submariner-16610-steel-rolex-watch-diamond-blue-sapphires-dial-and-insert-/283357168657
5145,5100,pre-owned,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Air-King 14000,Auction,http://www.ebay.com/itm/nice-mens-rolex-air-king-116900-stainless-steel-wrist-watch-/143100536512
3875,3875,new without tags,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/new-rolex-datejust-26mm-79174-18k-white-gold-steel-silver-index-dial-w-box-/254015016180
3794,3794,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,FixedPrice,http://www.ebay.com/itm/ladies-rolex-datejust-6917-26mm-18k-solid-yellow-gold-oyster-watch-president-/153124102316
6200,6200,pre-owned,15203,Mechanical (Automatic),Stainless Steel,"Solid Gold, Stainless Steel",Date,FixedPrice,http://www.ebay.com/itm/rolex-116203-oyster-perpetual-datejust-18k-smooth-bezel-black-dial-36mm-watch-/312444188179
5495,5495,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-116610-/401696450289
9400,9400,pre-owned,16750,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,Auction,http://www.ebay.com/itm/mens-rolex-watch-gmt-master-16750-1675-3075-black-stainless-steel-swiss-27j-/362538988597
3287,3212,pre-owned,1550,Mechanical (Automatic),"Gold Shell, Stainless Steel",Leather,Rolex Date,Auction,http://www.ebay.com/itm/rolex-date-just-silver-and-gold-blue-dial-/233104547394
5009,4950,pre-owned,116000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/rolex-oyster-perpetual-mens-watch-116000-/303043597512
7700,7700,new with tags,na,Mechanical: Automatic,Stainless Steel,Stainless Steel,116300,StoreInventory,http://www.ebay.com/itm/rolex-datejust-ii-116300-41mm-blue-roman-dial-smooth-bezel-watch-brand-new-/202576032299
3250,3250,pre-owned,50519BKSBKL,Mechanical (Hand-winding),Solid Gold,"Crocodile Skin, Genuine Leather",Rolex Cellini,FixedPrice,http://www.ebay.com/itm/rolex-cellini-4112-mens-watch-18kt-yellow-gold-/254058761728
9035,9000,pre-owned,18078,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/original-owner-rolex-day-date-president-18k-yellow-gold-bark-18078-box-papers-/183629364314
7525,7525,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer II,FixedPrice,http://www.ebay.com/itm/rolex-explorer-ii-auto-42mm-steel-mens-oyster-bracelet-watch-date-gmt-216570-/292892642741
8000,8000,pre-owned,178271,Mechanical (Automatic),Rose Gold,Rose Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-31mm-steel-18k-rose-gold-diamond-bezel-178271-box-paper-/401662502954
4300,4300,pre-owned,69278,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/womens-rolex-president-datejust-18k-gold-mod-69278-ser-9403749-/173617454326
4500,4500,pre-owned,168622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yacht-master-168622-platinum-stainless-steel-35mm-2008-auto-wrist-watch-/123425926145
2420,2400,pre-owned,16013,Mechanical (Automatic),Stainless Steel,Crocodile Skin,Datejust,Auction,http://www.ebay.com/itm/mens-rolex-datejust-watch-/233104150206
6682,6650,pre-owned,13400,Automatic,Stainless Steel,"Stainless, 18K Yellow Gold",Rolex Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-gold-steel-ref-16613-2007-comes-original-box-/153310582063
7201,7201,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice,http://www.ebay.com/itm/rolex-stainless-steel-41mm-datejust-ii-116334-dj-2-white-gold-bezel-box-warranty-/263988920030
3503,3499,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-mens-stainless-steel-watch-w-white-mop-diamond-dial-16030-/183216572955
7400,7400,pre-owned,MTV397017,Mechanical: Automatic,"Silver, Stainless Steel","Silver, Stainless Steel",Datejust 41mm,Auction,http://www.ebay.com/itm/mens-rolex-datejust-41mm-/283356488234
3860,3735,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-mens-ss-white-gold-bezel-16234-rhodium-roman-dial-datejust-box-papers-/392223741648
4700,4700,pre-owned,14000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,FixedPrice,http://www.ebay.com/itm/rolex-air-king-stainless-steel-watch-116900-40mm-w4201-/223344003340
6350,6350,new with tags,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory,http://www.ebay.com/itm/rolex-airking-116900-stainless-steel-oyster-black-arabic-dial-40mm-/153146806345
3500,3500,pre-owned,68274,Mechanical (Automatic),Stainless Steel,Oyster,Rolex,Auction,http://www.ebay.com/itm/rolex-mens-stainless-steel-datejust-31mm-/192800499077
6700,6700,pre-owned,79163,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-gmt-master-steel-18k-yellow-gold-mop-diamond-dial-40-mm-oyster-watch-1675-/323654296242
8800,8710,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-41mm-jubilee-rhodium-diamond-dial-mint-stainless-steel-18k-126334-/113589440881
4200,4200,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-mens-datejust-16013-two-tone-light-green-diamond-dial-fluted-bezel-36mm-/113569178850
6975,6900,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-16610-1995-box-papers-service-/132926117686
4500,4500,pre-owned,69623,Mechanical (Automatic),Stainless Steel,"Gold, Stainless Steel",Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yacht-master-ladies-ss-yellow-gold-silver-dial-69623-/283327839764
6200,6200,pre-owned,16601T,Mechanical (Automatic),Stainless Steel,Steel,Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-16601t-black-black-quickset-stainless-steel-mens-watch-w-box-/333029685701
5247,5195,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-16610-date-t-1996-/113594106672
3000,3000,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Rubber,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-watch-black-dial-/202577662476
4250,4250,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/mens-rolex-15223-18kt-ss-watch-factory-diamond-serti-dial-/173746775848
5026,5000,pre-owned,1601,Mechanical (Automatic),"White Gold, Stainless Steel",Leather,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-oyster-datejust-mens-automatic-steel-black-dial-diamonds-ref-1601-watch-/183389606639
4500,4500,pre-owned,3131,Automatic Self Wind,Yellow Gold,Yellow Gold,Vintage Collection,FixedPrice,http://www.ebay.com/itm/rolex-bubbleback-3131-18k-pink-gold-serpico-y-laino-/143104986637
7000,7000,pre-owned,16622,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yacht-master-16622-mens-stainless-steel-platinum-oyster-platinum-dial-/153298288114
10370,10300,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-18k-yellow-gold-steel-watch-blue-dial-bezel-sub-16613-/254092693015
3250,3250,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/mens-rolex-day-date-president-18k-yellow-gold-watch-gold-dial-black-band-1803-/303041986159
7100,7100,new with tags,126300,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-41-steel-automatic-41-mm-black-sticks-oyster-watch-126300-2018-/142981114268
10000,10000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,http://www.ebay.com/itm/mens-rolex-day-date-president-18k-yellow-gold-watch-gold-dial-black-band-1803-/303041924901
4140,4090,pre-owned,16014,Mechanical (Automatic),"Gold, Silver, Stainless Steel","Gold, Silver, Stainless Steel, Yellow Gold",16234,Auction,http://www.ebay.com/itm/rolex-datejust-36mm-18k-gold-stainless-steel-/163495767325
4450,4450,pre-owned,116000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,StoreInventory,http://www.ebay.com/itm/rolex-oyster-perpetual-steel-blue-dial-36mm-watch-box-papers-2014-116000-/362528581177
6292,6292,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-16610-steel-l-watch-black-dial-pre-ceramic-watch-d8-/283294202298
5202,5202,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-14060m-mens-submariner-watch-black-dial-black-bezel-no-date-/362540082299
5850,5850,pre-owned,116233,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-stainless-steel-18k-yellow-gold-watch-116233-36mm-w3678-/233108999670
6682,6650,pre-owned,13400,Automatic,Stainless Steel,"Stainless, 18K Yellow Gold",Rolex Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-gold-steel-ref-16613-2007-comes-original-box-/153310582063
7201,7201,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice,http://www.ebay.com/itm/rolex-stainless-steel-41mm-datejust-ii-116334-dj-2-white-gold-bezel-box-warranty-/263988920030
3503,3499,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-mens-stainless-steel-watch-w-white-mop-diamond-dial-16030-/183216572955
7400,7400,pre-owned,MTV397017,Mechanical: Automatic,"Silver, Stainless Steel","Silver, Stainless Steel",Rolex Datejust II,Auction,http://www.ebay.com/itm/mens-rolex-datejust-41mm-/283356488234
4700,4700,pre-owned,14000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,FixedPrice,http://www.ebay.com/itm/rolex-air-king-stainless-steel-watch-116900-40mm-w4201-/223344003340
6350,6350,new with tags,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory,http://www.ebay.com/itm/rolex-airking-116900-stainless-steel-oyster-black-arabic-dial-40mm-/153146806345
6700,6700,pre-owned,79163,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-gmt-master-steel-18k-yellow-gold-mop-diamond-dial-40-mm-oyster-watch-1675-/323654296242
8800,8710,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-41mm-jubilee-rhodium-diamond-dial-mint-stainless-steel-18k-126334-/113589440881
4200,4200,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-mens-datejust-16013-two-tone-light-green-diamond-dial-fluted-bezel-36mm-/113569178850
6975,6900,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-16610-1995-box-papers-service-/132926117686
4500,4500,pre-owned,69623,Mechanical (Automatic),Stainless Steel,"Gold, Stainless Steel",Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yacht-master-ladies-ss-yellow-gold-silver-dial-69623-/283327839764
6200,6200,pre-owned,16601T,Mechanical (Automatic),Stainless Steel,Steel,Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-16601t-black-black-quickset-stainless-steel-mens-watch-w-box-/333029685701
3000,3000,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-watch-black-dial-/202577662476
4250,4250,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/mens-rolex-15223-18kt-ss-watch-factory-diamond-serti-dial-/173746775848
5026,5000,pre-owned,1601,Mechanical (Automatic),"White Gold, Stainless Steel",Leather,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-oyster-datejust-mens-automatic-steel-black-dial-diamonds-ref-1601-watch-/183389606639
4500,4500,pre-owned,3131,Automatic Self Wind,Yellow Gold,Yellow Gold,Vintage Collection,FixedPrice,http://www.ebay.com/itm/rolex-bubbleback-3131-18k-pink-gold-serpico-y-laino-/143104986637
7000,7000,pre-owned,16622,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yacht-master-16622-mens-stainless-steel-platinum-oyster-platinum-dial-/153298288114
10370,10300,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-18k-yellow-gold-steel-watch-blue-dial-bezel-sub-16613-/254092693015
3250,3250,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/mens-rolex-day-date-president-18k-yellow-gold-watch-gold-dial-black-band-1803-/303041986159
7100,7100,new with tags,126300,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-41-steel-automatic-41-mm-black-sticks-oyster-watch-126300-2018-/142981114268
10000,10000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,http://www.ebay.com/itm/mens-rolex-day-date-president-18k-yellow-gold-watch-gold-dial-black-band-1803-/303041924901
4450,4450,pre-owned,116000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,StoreInventory,http://www.ebay.com/itm/rolex-oyster-perpetual-steel-blue-dial-36mm-watch-box-papers-2014-116000-/362528581177
6292,6292,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-16610-steel-l-watch-black-dial-pre-ceramic-watch-d8-/283294202298
5202,5202,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-14060m-mens-submariner-watch-black-dial-black-bezel-no-date-/362540082299
5850,5850,pre-owned,116233,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-stainless-steel-18k-yellow-gold-watch-116233-36mm-w3678-/233108999670
5000,5000,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/ladies-rolex-datejust-president-18k-gold-watch-diamond-pave-dial-bezel-band-/323660723355
12000,12000,pre-owned,116710BLNR,Mechanical (Automatic),"Stainless Steel, Ceramic",Ceramic,Rolex GMT-Master II,Auction,http://www.ebay.com/itm/rolex-gmt-master-ii-batman-/283345269509
4495,4450,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction,http://www.ebay.com/itm/rolex-explorer-ii-model-16570-black-dial-/113576139899
5343,5193,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice,http://www.ebay.com/itm/2000-rolex-explorer-ii-16570-stainless-polar-white-swiss-date-gmt-40mm-sel-watch-/273671317930
5200,5200,pre-owned,6916,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/ladies-rolex-air-king-34mm-stainless-steel-pink-mother-pearl-diamond-watch-/142729899198
7000,7000,pre-owned,M50505-0020,Mechanical (Automatic),White Gold,alligator,Rolex Cellini,Auction,http://www.ebay.com/itm/rolex-cellini-dual-time-white-gold-black-leather-strap-box-papers-/183674741134
8000,8000,pre-owned,114060,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,http://www.ebay.com/itm/rolex-ceramic-submariner-no-date-stainless-steel-watch-114060-box-and-papers-/232976203602
5000,5000,pre-owned,79170,Mechanical (Automatic),Stainless Steel,Stainless Steel,Big Block Oysterdate,StoreInventory,http://www.ebay.com/itm/tudor-big-block-crono-time-auto-wind-oysterdate-m-79170-case-rolex-/132928766695
3900,3900,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,http://www.ebay.com/itm/rolex-explorer-114270-z-serial-2007-36mm-/264184443929
4750,4750,pre-owned,1500,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory,http://www.ebay.com/itm/rolex-explorer-1-114270-black-dial-f-serial-2004-authentic-mens-watch-/292815765000
7950,7950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/mens-rolex-submariner-date-18k-yellow-gold-steel-watch-blue-dial-bezel-16613-/153367148844
6100,6100,pre-owned,14060M,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-14060m-black-dial-stainless-steel-mens-watch-2-liner-k-serial-/264178940584
5212,5200,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,StoreInventory,http://www.ebay.com/itm/rolex-president-datejust-26mm-18k-yellow-gold-ladies-watch-79178-/273690194050
6215,6100,pre-owned,69173,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Datejust,StoreInventory,http://www.ebay.com/itm/rolex-air-king-116900-s-s-40mm-black-green-auto-watch-stunning-b-p-/283285714610
3945,3900,pre-owned,69623,Mechanical (Automatic),"18k Yellow Gold Bezel, Stainless Steel",18k Yellow Gold & Stainless Steel,Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yachtmaster-ref-69623-18k-yellow-gold-stainless-steel-ladies-watch-29-mm-/153341147702
9521,9500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-mens-submariner-hulk-green-dial-stainless-steel-ceramic-bezel-very-nice-/283359169943
6800,6800,pre-owned,116334,Mechanical (Automatic),"18k White Gold Bezel, Stainless Steel",Stainless Steel,Datejust II,FixedPrice,http://www.ebay.com/itm/rolex-116334-datejust-ii-black-roman-dial-ss-excellent-condition-w-box-/163466638390
4350,4350,pre-owned,4233,Mechanical (Hand-winding),18K White Gold,Crocodile Skin,Rolex Cellini,StoreInventory,http://www.ebay.com/itm/rolex-cellini-danaos-18k-white-gold-black-dial-unisex-watch-4233-/273662928798
3500,3500,pre-owned,169622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice,http://www.ebay.com/itm/rolex-yacht-master-steel-29-mm-automatic-ladies-watch-169622-serial-f-circa-2003-/143052006363
5200,5200,pre-owned,6916,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/ladies-rolex-air-king-34mm-stainless-steel-pink-mother-pearl-diamond-watch-/142729899198
7000,7000,pre-owned,M50505-0020,Mechanical (Automatic),White Gold,alligator,Rolex Cellini,Auction,http://www.ebay.com/itm/rolex-cellini-dual-time-white-gold-black-leather-strap-box-papers-/183674741134
8000,8000,pre-owned,114060,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,http://www.ebay.com/itm/rolex-ceramic-submariner-no-date-stainless-steel-watch-114060-box-and-papers-/232976203602
3521,3390,pre-owned,67194,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,StoreInventory,http://www.ebay.com/itm/rolex-oyster-perpetual-177200-31mm-box-and-papers-2017-/163519827267
5000,5000,pre-owned,79170,Mechanical (Automatic),Stainless Steel,Stainless Steel,Big Block Oysterdate,StoreInventory,http://www.ebay.com/itm/tudor-big-block-crono-time-auto-wind-oysterdate-m-79170-case-rolex-/132928766695
3900,3900,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,http://www.ebay.com/itm/rolex-explorer-114270-z-serial-2007-36mm-/264184443929
4750,4750,pre-owned,1500,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory,http://www.ebay.com/itm/rolex-explorer-1-114270-black-dial-f-serial-2004-authentic-mens-watch-/292815765000
7950,7950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/mens-rolex-submariner-date-18k-yellow-gold-steel-watch-blue-dial-bezel-16613-/153367148844
6100,6100,pre-owned,14060M,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-14060m-black-dial-stainless-steel-mens-watch-2-liner-k-serial-/264178940584
5212,5200,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,StoreInventory,http://www.ebay.com/itm/rolex-president-datejust-26mm-18k-yellow-gold-ladies-watch-79178-/273690194050
6215,6100,pre-owned,69173,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Datejust,StoreInventory,http://www.ebay.com/itm/rolex-air-king-116900-s-s-40mm-black-green-auto-watch-stunning-b-p-/283285714610
9521,9500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-mens-submariner-hulk-green-dial-stainless-steel-ceramic-bezel-very-nice-/283359169943
5800,5800,pre-owned,6694,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oysterdate,StoreInventory,http://www.ebay.com/itm/rare-1986-vintage-rolex-6694-oyster-date-state-qatar-saudi-dial-watch-/163362180494
6800,6800,pre-owned,116334,Mechanical (Automatic),"18k White Gold Bezel, Stainless Steel",Stainless Steel,Datejust II,FixedPrice,http://www.ebay.com/itm/rolex-116334-datejust-ii-black-roman-dial-ss-excellent-condition-w-box-/163466638390
4350,4350,pre-owned,4233,Mechanical (Hand-winding),18K White Gold,Crocodile Skin,Rolex Cellini,StoreInventory,http://www.ebay.com/itm/rolex-cellini-danaos-18k-white-gold-black-dial-unisex-watch-4233-/273662928798
3500,3500,pre-owned,169622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice,http://www.ebay.com/itm/rolex-yacht-master-steel-29-mm-automatic-ladies-watch-169622-serial-f-circa-2003-/143052006363
